title,rate,rate_nums,onyear,area
傅满洲的面具,6,206,1932,美国
十七号,6.2,66,1932,英国
最危险的游戏,6.1,287,1932,美国
吸血鬼,8,1076,1932,德国 / 法国
乱世春秋,5.9,370,1933,美国
非常线之女,7,183,1933,日本
地狱市长,7,31,1933,美国
姊妹花,6.9,314,1933,中国大陆
偷照片的人,6.9,62,1933,美国
侬本多情,6.7,141,1933,美国
晚宴,6.7,68,1933,美国
母性之光,6.7,42,1933,中国大陆
边缘,6.7,30,1933,苏联
午夜玛丽,6.7,32,1933,美国
娃娃脸,6.6,1117,1933,美国
春蚕,6.6,459,1933,中国大陆
牵牛花,6.6,233,1933,美国
歌之歌,6.6,61,1933,美国
包法利夫人,6.5,49,1933,法国
夜合花,6.4,53,1933,美国
袁将军的苦茶,6.3,165,1933,美国
小玩意,8,851,1933,中国大陆
心血来潮,8,446,1933,日本
白绢之瀑,8,185,1933,日本
1933年淘金女郎,8,163,1933,美国
小妇人,7.8,669,1933,美国
三个摩登女性,7.8,67,1933,中国大陆
金刚,7.6,3422,1933,美国
与君别,7.6,131,1933,日本
第四十二街,7.5,477,1933,美国
天明,7.4,143,1933,中国大陆
英宫艳史,7.3,176,1933,英国
情变,7.3,101,1933,德国
罪恶之地,7.3,62,1933,美国
入谜,7.2,312,1933,捷克斯洛伐克 / 奥地利
瑞典女王,8.3,2293,1933,美国
港口的日本姑娘,8.2,162,1933,日本
恋之花的绽放?伊豆的舞女,8.2,61,1933,日本
爱丽丝梦游仙境,8.1,7461,1933,美国
操行零分,8.1,2103,1933,法国
猎艳杀手,7,41,1933,美国
飞到里约,6.4,46,1933,美国
华清春暖,8,1384,1933,美国
建房子,7.7,29,1933,美国
飞燕惊鸿,7.3,64,1933,美国
我不是天使,7.2,35,1933,美国
爱情无计,7.2,308,1933,美国
理发店,5.8,38,1933,美国
开幕式之夜,5.8,39,1933,美国
药剂师,5.5,37,1933,美国
致命的啤酒杯,5.3,42,1933,美国
里斯本之歌,7,50,1933,葡萄牙
老瑞和哈迪之沙漠王子,6.6,42,1933,美国
百纳衣到华服,8,67,1933,美国
大力水手,7.7,149,1933,美国
三只小猪,7.6,11171,1933,美国
诺亚方舟,7.6,55,1933,美国
一日贵妇,7.5,140,1933,美国
Snow-White,7.4,157,1933,美国
鸭羹,7.2,1752,1933,美国
马布斯博士的遗嘱,7.9,62,1933,德国
马布斯博士的遗嘱,8.4,792,1933,德国
荒山之夜,7.6,322,1933,法国
坏种,6,61,1934,法国
再生花,7,302,1934,中国大陆
人生的枷锁,7,245,1934,美国
主妇之谜,6.9,38,1934,美国
埃及艳后,6.9,548,1934,美国
最后的巡逻兵,6.9,32,1934,美国
俄国女王,6.7,35,1934,英国
1860,6.7,30,1934,意大利
民以食为天,6.6,38,1934,美国
众人之妻,7.9,179,1934,意大利
现在和永远,7.9,68,1934,美国
大路,7.8,1056,1934,中国大陆
利力姆,7.8,80,1934,法国
隔壁的八重,7.8,63,1934,日本
基督山恩仇记,7.7,137,1934,美国
渔光曲,7.6,1957,1934,中国大陆
桃李劫,7.6,521,1934,中国大陆
面纱,7.6,229,1934,美国
大赌局,7.6,63,1934,法国
春风秋雨,7.5,116,1934,美国
没有尽头的街,7.5,96,1934,日本
体育皇后,7.4,240,1934,中国
放荡的女皇,7.3,508,1934,美国
女儿经,7.3,205,1934,中国大陆
唐璜艳史,7.4,29,1934,英国
神女,8.9,9276,1934,中国大陆
一夜风流,8.7,23285,1934,美国
悲惨世界,8.7,299,1934,法国
浮草物语,8.4,1102,1934,日本
亮眼睛,8.3,1692,1934,美国
亚特兰大号,8.3,1786,1934,法国
宝贝答谢,8.3,315,1934,美国
小麻烦,8.3,146,1934,美国
新女性,8.2,1197,1934,中国大陆
维也纳的华尔兹,6.6,85,1934,英国
瘦子,7.8,807,1934,美国
柳暗花明,7.7,198,1934,美国
泰山得美,7.7,31,1934,美国
风流寡妇,7.4,475,1934,美国
二十世纪快车,7.4,153,1934,美国
奇怪的企鹅,7.3,43,1934,美国
红字,7.2,64,1934,美国
男人世界,7.1,117,1934,美国
归来,7.1,63,1934,中国大陆
礼物,6,36,1934,美国
哈！哈！哈！,6.8,53,1934,美国
人们需要恶棍,6.7,52,1934,法国
蚱蜢与蚂蚁,6.6,193,1934,美国
下士小黑,6.4,43,1934,日本
公共事务,6.2,71,1934,法国
起立欢呼,7.5,35,1934,美国
美女,7.2,98,1934,美国
沙漠奇遇,8.7,50,1934,美国
擒凶记,7,1242,1934,英国
黑猫,6.5,86,1934,美国
黑月,7.1,34,1934,美国
恰巴耶夫,7.1,282,1934,苏联
有趣的小兔子,8.4,57,1934,美国
玛丽·塞利斯特的秘密,5.4,34,1935,英国
风云儿女,7,409,1935,中国大陆
天荒地老不了情,7,51,1935,美国
边境小镇,7,26,1935,美国
女优和诗人,6.9,44,1935,日本
真假盗魁,6.9,43,1935,美国
谣言中的女孩,6.9,40,1935,日本
虞美人草,6.8,99,1935,日本
西尔维娅传,6.7,574,1935,美国
国风,6.6,118,1935,香港
浮华世界,6.3,40,1935,美国
魔鬼是女人,6.2,59,1935,美国
东京之宿,8,343,1935,日本
叛舰喋血记,7.9,1027,1935,美国
愿妻如蔷薇,7.9,306,1935,日本
三十九级台阶,7.8,10137,1935,英国
告密者,7.8,239,1935,美国
大卫·科伯菲尔德,7.8,100,1935,美国
野性的呼唤,7.7,58,1935,美国
快乐,7.7,45,1935,苏联
安娜·卡列妮娜,7.6,1224,1935,美国
水孩子,7.6,34,1935,美国
托尼,7.5,337,1935,法国
折纸鹤的阿千,7.5,113,1935,日本
约会,7.4,50,1935,美国
彼得·艾伯特逊,7.3,24,1935,美国
天伦,7.2,269,1935,中国大陆
丹下左膳余话·百万两之壶,8.6,579,1935,日本
悲惨世界,8.5,103,1935,美国
小叛逆,8.4,1615,1935,美国
小上校,8.3,3718,1935,美国
双城记,8.3,604,1935,美国
都市风光,8.3,411,1935,中国大陆
仲夏夜之梦,8.3,62,1935,美国
小天使,8.2,671,1935,美国
雪之丞变化 第一篇,8.1,35,1935,日本
好心的仙女,6,48,1935,美国
琴与佐助,7.8,44,1935,日本
罗贝尔塔,7.5,45,1935,美国
弗兰得狂欢节,7.5,30,1935,法国 / 德国
喋血船长,7.4,65,1935,美国
歌声俪影,7.3,336,1935,美国
鬼魂西行,7.3,116,1935,英国
寂寞芳心,7.1,317,1935,美国
女人女人,7.1,215,1935,美国
船家女,7.1,66,1935,中国大陆
风雨血痕,8.5,43,1935,美国
卷毛头,8.3,2123,1935,美国
礼帽,8.1,1123,1935,美国
疯狂之爱,8.1,369,1935,美国
星光灿烂,5.8,52,1935,美国
快活的周日,6.4,64,1935,法国
小黑人桑博,6.1,52,1935,美国
冰上曲,7.9,34,1935,美国
音乐国度,7.9,40,1935,美国
Betty Boop and Grampy,7.6,29,1935,美国
甜饼狂欢节,7.6,37,1935,美国
三只小孤儿猫,7.5,1675,1935,美国
1935年淘金女郎,7.4,65,1935,美国
乌龟和兔子,7.3,1102,1935,美国
米老鼠的音乐会,8.3,195,1935,美国
米奇的花园,8.3,43,1935,美国
布鲁托的审判日,8.2,59,1935,美国
科学怪人的新娘,7.8,1315,1935,美国
吸血鬼的印记,6.4,52,1935,美国
执法铁汉,7.2,69,1935,美国
意志的胜利,8.5,10829,1935,德国
帕帕盖诺,7.5,45,1935,德国
蓝色构图,7.4,263,1935,德国
自由之日：我们的国防军,8.1,190,1935,德国
浪潮,7,63,1936,墨西哥
德库拉的女儿,6.9,49,1936,美国
Toby Tortoise Returns,6.8,25,1936,美国
化身姑娘,6.7,36,1936,中国大陆
罗密欧与朱丽叶,6.6,61,1936,美国
间谍,6.5,574,1936,英国
开垦平原的犁,6.5,42,1936,美国
乡间一日,8,1394,1936,法国
祇园姊妹,8,1096,1936,日本
迪兹先生进城,8,754,1936,美国
化石森林,7.9,270,1936,美国
偷渡者,7.9,241,1936,美国
河内山宗俊,7.8,211,1936,日本
多谢先生,7.8,155,1936,日本
寒夜琴挑,7.7,101,1936,瑞典
乐园思凡,7.7,40,1936,美国
贝多芬传,7.6,260,1936,法国
三只小狼,7.6,41,1936,美国
歌舞大王齐格飞,7.5,631,1936,美国
浪华悲歌,7.4,600,1936,日本
笃定发生,7.4,668,1936,英国
低下层,7.4,280,1936,法国
兰基先生的罪行,7.4,212,1936,法国
苏格兰女王玛丽,7.4,67,1936,美国
壮志凌云,7.4,62,1936,中国大陆
迷途的羔羊,7.4,52,1936,中国大陆
妻子和秘书,7.4,57,1936,美国
狼山喋血记,7.3,297,1936,中国大陆
孔雀夫人,7.3,154,1936,美国
鲨岛逃生记,7.3,135,1936,美国
夺妻记,7.3,32,1936,美国
浪淘沙,8.5,372,1936,中国大陆
新旧上海,8.5,395,1936,中国大陆
独生子,8.4,1241,1936,日本
茶花女,8.3,6656,1936,美国
狂怒,8.3,398,1936,美国
伦勃朗,8.2,97,1936,英国
摩登时代,9.2,84448,1936,美国
公主驾到,6.8,51,1936,美国
迷雾重重,8,156,1936,美国
摇摆乐时代,7.8,521,1936,美国
我的高德弗里,7.7,657,1936,美国
假戏真做,7.6,245,1936,美国
欲望,7.4,102,1936,美国
海上恋舞,7.3,91,1936,美国
火烧旧金山,7.2,65,1936,美国
梅耶林,7.2,59,1936,法国
塞萨尔,7.2,41,1936,法国
可怜的富家小姑娘,8.2,1158,1936,美国
小心左边,7,136,1936,法国
米奇的小象,7,30,1936,美国
神奇的丘比特,6.7,55,1936,美国
保持善良,6.4,62,1936,美国
赤西蛎太,8,90,1936,日本
骗子的故事,7.7,299,1936,法国
为舞而生,7.5,40,1936,美国
乡巴佬,7.1,823,1936,美国
搬家日,8.6,27,1936,美国
阿尔卑斯的登山者,8.4,57,1936,美国
当大力水手遇到水手辛巴达,8.3,419,1936,美国
简瑞里船长,8.2,770,1936,美国
涟漪,8.2,710,1936,美国
镜中奇遇记,8.2,32,1936,美国
魔鬼玩偶,7.7,138,1936,美国
家族会议,7.3,31,1936,日本
阴谋破坏,7.2,554,1936,英国
子弹与选票,6.9,35,1936,美国
大麻烟疯潮,7.1,47,1936,美国
新土,5.5,62,1937,日本 / 德国
慈母曲,7,40,1937,中国内地
皇帝的烛台,7,39,1937,美国
婚约三羽鸟,7,31,1937,日本
英伦战火,6.9,1363,1937,英国
消失的地平线,6.9,667,1937,美国
爱怨峡,6.9,56,1937,日本
雪崩,6.5,36,1937,日本
王老五,6.4,105,1937,中国大陆
所罗门王宝藏,6.3,69,1937,英国
黑暗军团,6.3,43,1937,美国
十字街头,8,2105,1937,中国大陆
Trade Tattoo,8,60,1937,英国
怒海余生,8,68,1937,美国
你只活一次,7.9,527,1937,美国
左拉传,7.8,1302,1937,美国
芝加哥大火记,7.8,70,1937,美国
征服,7.7,128,1937,美国
天使,7.6,377,1937,美国
联华交响曲,7.6,224,1937,中国大陆
夜半歌声,7.4,2465,1937,中国大陆
逃犯贝贝,7.4,1683,1937,法国
压岁钱,7.4,214,1937,中国大陆
艳窟啼痕,7.4,84,1937,美国
斩经堂,7.4,32,1937,中国大陆
摘星梦难圆,7.3,1016,1937,美国
淑女忘记了什么,7.3,255,1937,日本
艳窟泪痕,7.3,119,1937,美国
毫不神圣,7.3,69,1937,美国
人情纸风船,8.6,931,1937,日本
马路天使,8.5,10989,1937,中国
海蒂,8.4,3892,1937,美国
大幻影,8.4,3172,1937,法国
明日之歌,8.4,966,1937,美国
风中的孩子,8.3,96,1937,日本
寂寞的精灵,8.3,35,1937,美国
大地,8.2,577,1937,美国
白静草原,8.2,112,1937,苏联
慈母心,8.1,202,1937,美国
茶杯里的风暴,5.9,48,1937,英国
人海遗珠,7,35,1937,中国
年轻姑娘,6.9,630,1937,英国
黑暗的旅程,6.8,70,1937,英国
二次蜜月,6.4,34,1937,美国
轻松生活,7.7,40,1937,美国
如此繁华,7.6,57,1937,中国大陆
一个明星的诞生,7.2,154,1937,美国
欲望,7.1,58,1937,法国
青年进行曲,7.1,41,1937,中国大陆
随我婆娑,8.3,905,1937,美国
我所追逐的是爱情,8.2,229,1937,美国
白雪公主和七个小矮人,8.1,45672,1937,美国
皇冠上的珍珠,6.6,48,1937,法国
在夏威夷度假,7.7,34,1937,美国
老磨坊,7.4,1040,1937,美国
赌马风波,7.1,56,1937,美国
大力水手和四十大盗,8.8,173,1937,美国
时钟清洁员,8.6,50,1937,美国
丹凤还阳,8.5,39,1937,美国
魔术师米奇,8.4,139,1937,美国
威莉·温基,8.1,403,1937,美国
死角,7.1,56,1937,美国
西班牙土地,7.4,198,1937,美国
列宁在十月,7.2,576,1937,苏联
Colour Flight,6.4,77,1937,英国
一部视觉诗歌,7.8,148,1937,美国
貂蝉,7,57,1938,中国大陆
日出,6.9,49,1938,中国大陆
太多约翰逊,6.5,33,1938,美国
贵妇失踪记,8,5210,1938,英国
一世之雄,8,643,1938,美国
按摩师与女人,8,180,1938,日本
雾码头,7.9,749,1938,法国
圣诞颂歌,7.9,69,1938,美国
北方旅馆,7.8,140,1938,法国
鹤八鹤次郎,7.8,40,1938,日本
浮生若梦,7.7,1727,1938,美国
海角游魂,7.7,39,1938,美国
红衫泪痕,7.6,473,1938,美国
伦敦的人行道,7.6,81,1938,英国
绝代艳后,7.5,169,1938,美国
衣冠禽兽,7.4,665,1938,法国
雷雨,7.4,141,1938,中国大陆
亚历山大·涅夫斯基,7.3,406,1938,苏联
武松与潘金莲,8.5,155,1938,中国大陆
卖花女,8.3,865,1938,英国
太阳溪农场的丽贝卡,8.3,688,1938,美国
翠堤春晓,8.2,1567,1938,美国
百老汇小姐,8.1,759,1938,美国
雾夜奇缘,7,48,1938,英国
休假日,6.9,263,1938,美国
North or Northwest,6.7,27,1938,英国
瓜德利尔舞,6.3,50,1938,法国
乐天派,7.8,67,1938,USA
活泼的小姐,7.8,55,1938,美国
蓝胡子的第八任妻子,7.6,357,1938,美国
育婴奇谭,7.5,1788,1938,美国
你我之间,7.2,85,1938,美国
疯狂的曼顿小姐,7.2,66,1938,美国
罗宾汉历险记,7.1,885,1938,美国
不起眼的谋杀案,7,105,1938,美国
汤姆历险记,8,492,1938,美国
勇敢的小裁缝,8,61,1938,美国
公牛费迪南德,7.3,1087,1938,美国
米奇的房车,8.7,173,1938,美国
唐老鸭打高尔夫,8.5,220,1938,美国
咫尺天涯,8.1,108,1938,美国
八百壮士,7,46,1938,中国大陆
南京,7.7,46,1938,日本
马赛曲,7.1,118,1938,法国
我的童年,7.1,98,1938,苏联
太平洋上的风云,6.8,44,1938,香港
天造地设,5.9,280,1939,美国
工作家庭,7,36,1939,日本
在人间,6.9,64,1939,苏联
金童,6.9,52,1939,美国
法网惊魂,6.9,45,1939,美国
牙买加旅店,6.7,815,1939,英国
孤岛天堂,6.6,72,1939,香港
铁血金戈,6.5,60,1939,美国
麻疯女,6.5,61,1939,中国大陆
云裳仙子,6.5,44,1939,中国大陆
娃娃从军记,6.4,930,1939,美国
天色破晓,7.9,372,1939,法国
爱情事件,7.9,93,1939,美国
王先生吃饭难,7.9,34,1939,中国大陆
呼啸山庄,7.8,6381,1939,美国
巴黎圣母院,7.8,859,1939,美国
天使之翼,7.7,352,1939,美国
少奶奶的扇子,7.7,186,1939,中国大陆
万世师表,7.7,159,1939,英国
老处女,7.7,98,1939,美国
疑云重重,7.7,83,1939,美国
青年林肯,7.6,607,1939,美国
巴斯克维尔的猎犬,7.6,90,1939,美国
劳莱与哈台之飞天两条友,7.6,30,1939,美国
女人们,7.5,257,1939,美国
四片羽毛,7.5,186,1939,英国
江山美人,7.5,76,1939,美国
黑暗的胜利,7.4,215,1939,美国
金银世界,7.4,69,1939,中国大陆
小侠女,7.4,54,1939,中国大陆
列宁在一九一八,7.2,951,1939,苏联
寒夜琴挑,7.2,455,1939,美国
青少年与音乐,8.8,46,1939,美国
史密斯先生到华盛顿,8.7,4951,1939,美国
私枭血,8.5,533,1939,美国
小公主,8.4,8680,1939,美国
游戏规则,8.4,4405,1939,法国
残菊物语,8.4,1629,1939,日本
关山飞渡,8.2,4245,1939,美国
乱世佳人,9.2,270421,1939,美国
克里斯蒂安,7,33,1939,Czechoslovakia
日本天皇,6.2,68,1939,英国
妮诺契卡,7.9,1480,1939,美国
午夜,7.7,138,1939,美国
木兰从军,7.3,220,1939,中国大陆
美丽世界,8.8,70,1939,美国
未婚妈妈,8.2,45,1939,美国
神秘失踪的蔬菜,6.5,37,1939,美国
古庙战茄声,6.2,86,1939,美国
鸳鸯歌合战,7.8,77,1939,日本
碧血烟花,7.7,520,1939,美国
丑小鸭,8.1,4473,1939,美国
科学怪人之子,7.1,57,1939,美国
荡寇志,7.1,116,1939,美国
福尔摩斯历险记,7.8,70,1939,美国
无形的枷锁,7.1,69,1939,美国
小人国,7.1,204,1939,美国
武则天,6.4,111,1939,中国大陆
绿野仙踪,8.1,24591,1939,美国
Spook Sport,6.7,54,1939,美国
上海陆战队,6.1,54,1939,日本
民族万岁,8.3,57,1939,中国大陆
四万万人民,8.2,1644,1939,美国 / 中国
塞上风云,6,45,1940,中国大陆
女人万岁,7,61,1940,美国
西部人,7,56,1940,美国
战斗六十九,7,48,1940,美国
信子,7,30,1940,日本
卡车斗士,6.8,98,1940,美国
支那の夜,6.6,65,1940,日本
六月之夜,6.5,42,1940,瑞典
21天,6.4,75,1940,英国
女友礼拜五,8,2951,1940,美国
香笺泪,7.7,385,1940,美国
星尘,7.7,363,1940,美国
费城故事,7.6,4026,1940,美国
孔夫子,7.6,804,1940,中国大陆
繁荣小镇,7.6,38,1940,美国
归途路迢迢,7.5,198,1940,美国
我的大学,7.4,82,1940,苏联
三楼的陌生人,7.4,58,1940,美国
卿何遵命,7.4,39,1940,美国
大独裁者,8.9,28008,1940,美国
魂断蓝桥,8.8,125166,1940,美国
街角的商店,8.7,4103,1940,美国
愤怒的葡萄,8.4,4656,1940,美国
年轻人,8.3,282,1940,美国
蝴蝶梦,8.2,33314,1940,美国
傲慢与偏见,8.2,9785,1940,美国
我们的小镇,8.2,35,1940,美国
木偶奇遇记,8.1,20753,1940,美国
江湖异人传,7,53,1940,美国
西厢记,6.7,94,1940,中国大陆
佐罗的面具,7.9,132,1940,美国
让我再爱你一次,7.9,53,1940,USA
我的爱妻,7.5,102,1940,美国
七月圣诞,7.5,59,1940,美国
海外特派员,7.2,915,1940,美国
时代儿女,7.2,53,1940,美国
海鹰,7.2,47,1940,美国
奇异的货物,7.1,32,1940,美国
走向西部,6.8,28,1940,美国
银行妙探,6.6,113,1940,美国
青鸟,8,591,1940,美国
银河,7.2,660,1940,美国
跳吧，女孩子,7.1,470,1940,美国
中国白雪公主,7.1,86,1940,中国大陆
甜蜜的家,8.7,241,1940,美国
唐老鸭的假期,8.1,37,1940,美国
煤气灯下,7.2,141,1940,英国
犹太人苏斯,6.1,41,1940,德国
光荣之都,7.1,68,1940,美国
伦敦可以坚持,7.9,30,1940,英国
致命风暴,7.1,29,1940,美国
幻想曲,8.8,8949,1940,美国
Henry Busse and His Orchestra,8.6,189,1940,美国
巴格达大盗,7.6,615,1940,英国
开往慕尼黑的夜车,6.8,213,1940,英国
世界儿女,6,64,1941,中国大陆
化身博士,7,446,1941,美国
黑夜煞星,7,249,1941,美国
马革裹尸,7,57,1941,美国
塔,7,32,1941,日本
家,6.8,65,1941,中国大陆
渡过黑暗,6.8,58,1941,美国
拖船,6.8,39,1941,法国
北佬参军记,6.3,37,1941,美国
上海风光,6.2,115,1941,美国
大商店,8,60,1941,美国
小狐狸,7.9,359,1941,美国
簪,7.9,129,1941,日本
马耳他之鹰,7.6,6482,1941,美国
苏利文的旅行,7.6,1592,1941,美国
碧血黄沙,7.6,176,1941,美国
太虚道人,7.6,152,1941,美国
秋缠断肠记,7.6,45,1941,美国
魔影袭人来,7.5,318,1941,英国
约翰?多伊,7.5,153,1941,美国
瘦子的影子,7.5,82,1941,美国
深闺疑云,7.4,3932,1941,美国
夜困摩天岭,7.4,565,1941,美国
约克军曹,7.4,362,1941,美国
售票员秀子,7.3,231,1941,日本
万里追踪,7.3,203,1941,美国
狼人,7.3,162,1941,美国
花容月貌,7.3,52,1941,美国
公民凯恩,8.5,44600,1941,美国
铁扇公主,8.5,2229,1941,中国大陆
青山翠谷,8.2,2089,1941,美国
户田家兄妹,8.2,888,1941,日本
超人：机械公敌,8.2,52,1941,美国
汉密尔顿夫人,8.1,1916,1941,英国
元禄忠臣藏 前篇,8.1,291,1941,日本
史密斯夫妇,6.9,1109,1941,美国
醒时尖叫,6.8,64,1941,美国
新奥尔良之光,6.8,53,1941,美国
绑架新娘,6.6,123,1941,美国
大明星从军记,6.3,341,1941,美国
双面女人,6.3,97,1941,美国
夫妇之道,6.2,33,1941,美国
美凤夺鸾,8,161,1941,美国
淑女伊芙,7.8,1213,1941,美国
黄金梦,7.6,73,1941,美国
火球,7.5,395,1941,美国
真情流露,7.5,41,1941,美国
夜半歌声 续集,7.2,61,1941,中国大陆
齐格菲女郎,7.2,69,1941,美国
草莓金发,7.2,34,1941,美国
大泽之水,7.1,68,1941,美国
痴怨情鸯,7.1,64,1941,美国
小旋风,8.3,82,1941,美国
巴巴拉上校,5.7,59,1941,英国
随着我的节奏舞动,5.4,43,1941,美国
借一只爪,6.7,700,1941,美国
午夜点心,8.7,217,1941,美国
整人记,8.6,230,1941,美国
圣诞前夜,9.1,219,1941,美国
超人：疯狂科学家,7.4,44,1941,美国
苦干——中国不可战胜的秘密,9.3,120,1941,美国
夜深沉,7.6,43,1941,中国大陆
宁武关,9,60,1941,中国大陆
小飞象,8,12217,1941,美国
越洋记,6,137,1942,美国
夏威夷·马来海海战,6,44,1942,日本
棕榈滩的故事,7,342,1942,美国
法兰西小姐,7,54,1942,美国
海角擒凶,6.9,1148,1942,美国
保卫察里津,6.9,39,1942,苏联
姐妹情仇,6.8,99,1942,美国
飞虎队,6.8,55,1942,美国
天方夜谭,6.7,216,1942,美国
玻璃钥匙,6.5,136,1942,美国
钢铁是怎样炼成的,6.4,111,1942,苏联
自由之火,6.4,38,1942,美国
迎春花,6.3,75,1942,中国大陆 / 日本
胜利之歌,7.9,264,1942,美国
曼哈顿故事,7.9,211,1942,美国
扬基的骄傲,7.9,101,1942,美国
安妮·鲁尼小姐,7.9,56,1942,美国
月亮和六便士,7.7,77,1942,美国
盗窃公司,7.7,58,1942,美国
伟大的安巴逊,7.6,652,1942,美国
忠勇之家,7.5,823,1942,美国
扬帆,7.5,286,1942,美国
假日旅馆,7.5,116,1942,美国
小镇话语,7.5,114,1942,美国
点指兵兵,7.5,59,1942,葡萄牙
黑天鹅,7.4,62,1942,美国
复活岛,7.4,51,1942,美国
卡萨布兰卡,8.6,118355,1942,美国
鸳梦重温,8.5,2519,1942,美国
父亲在世时,8.4,1741,1942,日本
小鹿斑比,8.2,13000,1942,美国
元禄忠臣藏 后篇,8.1,97,1942,日本
你逃我也逃,9.2,11107,1942,美国
风流女妖,7,199,1942,美国
森林王子,8,38,1942,美国
大人与小孩,7.9,391,1942,美国
现在的你最可爱,7.8,158,1942,美国
小姑居处,7.1,294,1942,美国
夜间来客,7.1,164,1942,法国
致候吾友,7.8,170,1942,美国
如何打棒球,7.7,33,1942,美国
米奇的生日派对,7.7,28,1942,美国
